상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(안락사),경기-연천-2020-00211,개,믹스견,검/흰,암컷,미상,양귀처짐. 눈곱. 코검정. 얌전함. 사람따름. 꼬리단미안됨. 털상태양호.,2020-04-28
종료(안락사),경기-연천-2020-00210,개,믹스견,검/갈,암컷,미상,양귀처짐. 눈곱. 눈물자국. 코검정. 엉덩이쪽 털 뭉침. 부정교합. 얌전함. 사람따름.,2020-04-28
종료(안락사),경기-연천-2020-00209,개,믹스견,검/흰,암컷,미상,양귀처짐. 코검정. 털때탐. 뭉침. 얌전. 사람따름. 꼬리단미안됨.,2020-04-28
종료(안락사),경기-연천-2020-00208,개,믹스견,흰,수컷,예,양귀처짐. 코검정. 털뭉침. 때탐. 오물오염. 얌전. 사람따름. 꼬리단미안됨.,2020-04-28
종료(입양),경기-김포-2020-00254,개,비숑 프리제,흰,수컷,아니오,코진갈색. 활발함. 사람따름. 낑낑거림. 신고인이 목욕. 얼굴눈주위/똥꼬미용. 발톱깎였다함. 좌후지파행.,2020-04-28
종료(입양),경기-화성-2020-00866,개,말티즈,백색,암컷,아니오,순함,2020-04-28
종료(입양),경기-화성-2020-00865,개,스피츠,백색,수컷,아니오,순함,2020-04-28
종료(안락사),경기-화성-2020-00864,개,믹스견,흑색,수컷,아니오,순함,2020-04-28
종료(안락사),경기-연천-2020-00213,개,믹스견,갈/연갈/흰,암컷,미상,양귀쫑긋. 왼눈 눈곱 심함. 코검정. 겁많음/소심함/도망다님. 꼬리단미안됨. 털상태 양호.,2020-04-28
종료(안락사),경기-연천-2020-00212,개,믹스견,갈/검,암컷,미상,양귀쫑긋. 코주황. 오른앞발못씀. 우 전지 발등 부위 부종/파행. 겁많음/소심함. 우전지 요/척 골절.,2020-04-28
종료(안락사),경기-연천-2020-00211,개,믹스견,검/흰,암컷,미상,양귀처짐. 눈곱. 코검정. 얌전함. 사람따름. 꼬리단미안됨. 털상태양호.,2020-04-28
종료(안락사),경기-연천-2020-00210,개,믹스견,검/갈,암컷,미상,양귀처짐. 눈곱. 눈물자국. 코검정. 엉덩이쪽 털 뭉침. 부정교합. 얌전함. 사람따름.,2020-04-28
종료(안락사),경기-연천-2020-00209,개,믹스견,검/흰,암컷,미상,양귀처짐. 코검정. 털때탐. 뭉침. 얌전. 사람따름. 꼬리단미안됨.,2020-04-28
종료(안락사),경기-연천-2020-00208,개,믹스견,흰,수컷,예,양귀처짐. 코검정. 털뭉침. 때탐. 오물오염. 얌전. 사람따름. 꼬리단미안됨.,2020-04-28
종료(입양),경기-김포-2020-00254,개,비숑 프리제,흰,수컷,아니오,코진갈색. 활발함. 사람따름. 낑낑거림. 신고인이 목욕. 얼굴눈주위/똥꼬미용. 발톱깎였다함. 좌후지파행.,2020-04-28
종료(안락사),경기-김포-2020-00253,개,믹스견,흰,암컷,미상,양귀처짐. 코갈색. 겁많음. 소심함. 비명지름.,2020-04-28
종료(안락사),경기-김포-2020-00252,개,믹스견,갈/흰,암컷,미상,양귀쫑긋. 코갈색. 목쪽 흉터. 진드기오염. 겁있음. 소심함.,2020-04-28
종료(안락사),경기-의왕-2020-00053,개,믹스견,흰색,암컷,아니오,관리안됨.성격소심.양귀갈색,2020-04-28
종료(반환),경기-남양주-2020-00666,개,믹스견,흰색,암컷,아니오,방울달린 빨강색 목줄착용.온순함,2020-04-28
종료(입양),경기-고양-2020-00412,개,믹스견,흰색,암컷,미상,청색 목줄과 쇠사슬 끈 착용,2020-04-28
종료(입양),경기-의정부-2020-00151,개,포메라니안,갈/흰,암컷,미상,표범무늬 옷. 코갈색. 부정교합. 꼬리털끝 길게 미용. 사람좋아함. 꼬리단미안됨. 털상태 양호.,2020-04-28
종료(입양),울산-울주-2020-00338,개,믹스견,갈색.흰색,암컷,아니오,병원처치후입소/진드기있음/백신1차접종/구충제복용,2020-04-28
종료(입양),울산-울주-2020-00337,개,믹스견,흰색,수컷,아니오,병원처치후입소/진드기있음/백신1차접종/구충제복용,2020-04-28
종료(안락사),울산-울주-2020-00336,개,믹스견,흰색,수컷,아니오,경계심으로인한상세정보추후기재,2020-04-28
종료(자연사),울산-울주-2020-00335,개,믹스견,갈색,수컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
종료(자연사),울산-울주-2020-00334,개,믹스견,갈색,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
종료(자연사),울산-울주-2020-00333,개,믹스견,갈색,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
종료(자연사),울산-울주-2020-00332,개,믹스견,검정,수컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
종료(자연사),울산-울주-2020-00331,개,믹스견,검정,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
종료(자연사),울산-울주-2020-00330,개,믹스견,검정,암컷,아니오,백신1차접종/구충제복용/어미와입소,2020-04-28
보호중,울산-울주-2020-00329,개,믹스견,흰색,암컷,아니오,새끼6마리와입소,2020-04-28
종료(자연사),울산-북구-2020-00104,개,믹스견,흰색,수컷,아니오,경계심,2020-04-28
종료(자연사),울산-남구-2020-00199,개,믹스견,흰색,수컷,아니오,순함/검정목테착용,2020-04-28
종료(입양),대전-서구-2020-00175,개,스피츠,백색,암컷,미상,,2020-04-28
종료(반환),대전-동구-2020-00209,개,포메라니안,백색,수컷,미상,주인반환,2020-04-28
종료(입양),인천-부평-2020-00233,개,말티즈,흰색,암컷,아니오,작고 이쁨 모질이 좋음,2020-04-28
종료(안락사),인천-남동-2020-00181,개,믹스견,흰,암컷,미상,4월추정/빨간목줄/귀연갈색,2020-04-28
종료(입양),인천-남동-2020-00180,개,믹스견,흰,수컷,예,부정교합/온순함/코살색/눈주의갈변,2020-04-28
종료(안락사),인천-미추홀-2020-00195,개,믹스견,흰/연갈,수컷,아니오,온순함/사람한테안기는거 좋아함,2020-04-28
종료(안락사),대구-달서-2020-00123,개,믹스견,갈색,암컷,아니오,"빨간 목줄, 감기증세 있고 기력 없음",2020-04-28
종료(입양),대구-남구-2020-00096,개,푸들,흰색,수컷,아니오,"미용, 한쪽 안구 없음",2020-04-28
종료(반환),대구-동구-2020-00144,개,시츄,흰+갈색,암컷,예,"내장칩 등록견, 미용,빨강 줄무늬 옷 착용",2020-04-28
종료(안락사),대구-동구-2020-00143,개,믹스견,갈색,수컷,아니오,.,2020-04-28
종료(안락사),대구-동구-2020-00142,개,말티즈,흰색,암컷,미상,빨간색 가슴줄 착용,2020-04-28
종료(자연사),부산-사상-2020-00085,개,믹스견,흰갈,암컷,미상,103-흰갈,2020-04-28
종료(자연사),부산-사상-2020-00086,개,믹스견,흰갈,수컷,미상,102-흰갈,2020-04-28
종료(자연사),부산-사상-2020-00087,개,믹스견,101-이빨 다남,수컷,미상,101-이빨 다남,2020-04-28
종료(자연사),부산-사상-2020-00088,개,믹스견,갈흰,암컷,미상,100-이빨 다남,2020-04-28
종료(입양),부산-사상-2020-00089,개,믹스견,갈흰,수컷,미상,99-이빨 다남,2020-04-28
종료(자연사),부산-사상-2020-00090,개,믹스견,갈검,암컷,미상,98-이빨다남,2020-04-28
종료(입양),부산-사상-2020-00091,개,믹스견,갈검,암컷,미상,97-이빨다남,2020-04-28
종료(입양),부산-사상-2020-00092,개,믹스견,갈검,암컷,미상,96-이빨다남,2020-04-28
종료(자연사),부산-사상-2020-00093,개,믹스견,검갈,암컷,미상,95-이빨다남,2020-04-28
종료(입양),부산-사상-2020-00094,개,믹스견,흰갈,수컷,미상,94-이빨다남,2020-04-28
종료(자연사),부산-사상-2020-00095,개,믹스견,갈검,암컷,미상,93-갈검,2020-04-28
종료(자연사),부산-사상-2020-00096,개,시바,갈흰,수컷,미상,92-갈흰,2020-04-28
종료(반환),부산-사하-2020-00167,개,시바,흰갈,암컷,미상,흰갈,2020-04-28
종료(자연사),부산-해운대-2020-00166,개,믹스견,갈색,암컷,아니오,파란색+노란색목줄착용,2020-04-28
종료(자연사),부산-서구-2020-00122,개,믹스견,흰색,수컷,아니오,온순,2020-04-28
종료(입양),서울-강남-2020-00072,개,시바,갈/흰,암컷,미상,코검정. 얌전함. 사람따름. 꼬리단미안됨. 털상태양호.,2020-04-28
종료(반환),서울-영등포-2020-00028,개,말티즈,흰,수컷,예,방울+노란목걸이/흰바탕+회색줄무늬+다리부분 남색 전신옷. 코검정/코에각질. 치석심함. 칩있음.,2020-04-28
종료(기증),서울-노원-2020-00058,개,푸들,갈,암컷,미상,코갈색.몸털 짧게 미용.왼뒷다리피부질환.사람따름.낑낑댐.꼬리단미됨.,2020-04-28
종료(반환),서울-강북-2020-00086,개,비글,갈/검/흰,수컷,아니오,비글혼종으로 보임. 코검정. 얌전함. 사람따름.,2020-04-28
종료(자연사),서울-강북-2020-00085,개,말티즈,흰,수컷,예,코갈색/콧등점.꼬리/귀털 제외 짧게미용.몸곳곳작은혹.얌전함.백내장.피부질환.기침.,2020-04-28
종료(입양),서울-중랑-2020-00080,개,닥스훈트,검,수컷,예,눈곱. 코검정. 사람좋아함. 활발함. 꼬리단미안됨. 털상태 양호. 왼눈결막염.,2020-04-28
종료(입양),서울-동대문-2020-00071,개,믹스견,갈/흰,수컷,아니오,양귀처짐. 코초코. 사람좋아함. 낑낑댐. 부정교합.,2020-04-28
종료(입양),서울-동대문-2020-00070,개,푸들,검,수컷,아니오,코검정. 턱밑털 흰색. 털오물오염. 얌전함. 꼬리단미안됨.,2020-04-28
종료(기증),서울-동대문-2020-00069,개,푸들,검,암컷,미상,코검정.털뭉침.오물오염.귀와뒷다리일부갈색털.겁먹음.얌전.꼬리단미안됨.배꼽탈장.오른귀외이염.,2020-04-28
종료(안락사),서울-종로-2020-00040,개,믹스견,갈/흰,수컷,아니오,양귀처짐. 코검정. 부정교합. 얌전함. 사람따름. 꼬리단미안됨. 털상태양호. 우전지 요/척 골절.,2020-04-28
종료(입양),제주-제주-2020-02281,개,믹스견,검/갈,암컷,아니오,(개체관리번호2225)생후4개월,2020-04-28
종료(안락사),경남-합천-2020-00178,개,믹스견,"검은색,갈색,흰색",암컷,아니오,동배새끼와 구조,2020-04-28
종료(안락사),경남-합천-2020-00177,개,믹스견,흰색,암컷,아니오,동배새끼와 구조,2020-04-28
종료(안락사),경남-합천-2020-00176,개,믹스견,"검은색,갈색,흰색",수컷,아니오,동배새끼와 구조,2020-04-28
종료(안락사),경남-합천-2020-00175,개,믹스견,"검은색,갈색,흰색",수컷,아니오,동배새끼와 구조,2020-04-28
종료(안락사),경남-합천-2020-00174,개,믹스견,"검은색,갈색,흰색",암컷,아니오,동배새끼와 구조,2020-04-28
종료(안락사),경남-합천-2020-00173,개,믹스견,"검은색,갈색,흰색",암컷,아니오,동배새끼와 구조,2020-04-28
종료(안락사),경남-창녕-2020-00330,개,믹스견,흰색+노랑,수컷,아니오,친숙함,2020-04-28
종료(자연사),경남-창녕-2020-00328,개,믹스견,흰색,수컷,아니오,친숙함,2020-04-28
종료(안락사),경남-통영-2020-00159,개,시츄,검회색/흰색(앞가슴),암컷,아니오,"치아부실(노령),약간의 피부질환,생리기간중",2020-04-28
보호중,경남-창원3-2020-00157,개,믹스견,흰색+검은색,암컷,미상,칩X)겁이많는편이나 사람에게 기대는편,2020-04-28
보호중,경남-창원3-2020-00156,개,믹스견,노란색+흰색,암컷,미상,"중성화 X, 칩X, 임신중",2020-04-28
종료(입양),경남-창원3-2020-00155,개,믹스견,백색,수컷,아니오,칩X)약 8개월령으로 보이는 아이 겁이많은편이나 사납지않음.,2020-04-28
종료(입양),경북-칠곡-2020-00119,개,믹스견,갈색,수컷,아니오,사람잘따름,2020-04-28
종료(안락사),경북-영덕-2020-00110,개,믹스견,흰색,암컷,미상,사나움,2020-04-28
종료(입양),경북-청송-2020-00067,개,믹스견,흰색,암컷,미상,온순함,2020-04-28
종료(안락사),경북-군위-2020-00055,개,믹스견,황색,암컷,아니오,매우사나우며 공격적으로 달려듬,2020-04-28
종료(입양),경북-문경-2020-00149,개,믹스견,삼색,수컷,아니오,순함,2020-04-28
종료(안락사),경북-문경-2020-00148,개,믹스견,"백,황",암컷,아니오,지저분하고 사람을 피함,2020-04-28
종료(입양),경북-영천-2020-00063,개,진도견,백색,수컷,아니오,"예민.사나움. 파란색 목걸이, 쇠목줄착용",2020-04-28
종료(자연사),경북-영천-2020-00062,개,믹스견,갈색,암컷,아니오,순함. 소심,2020-04-28
종료(안락사),경북-영천-2020-00061,개,믹스견,검갈색,수컷,아니오,"예민. 주둥이쪽 흉터, 베이지색 목줄 착용",2020-04-28
종료(자연사),전남-완도-2020-00092,개,믹스견,흰색,암컷,아니오,목걸이 미착용,2020-04-28
보호중,전남-보성-2020-00132,개,믹스견,갈색,수컷,아니오,"사람을 매우 잘 따르고, 오른쪽 눈살이 조금 삐져나옴",2020-04-28
종료(입양),전남-고흥-2020-00169,개,믹스견,흰색,수컷,아니오,인형처럼 귀여움,2020-04-28
종료(안락사),전남-고흥-2020-00168,개,믹스견,흰색,암컷,아니오,인형처럼 귀여움,2020-04-28
종료(안락사),전북-고창-2020-00110,개,믹스견,검흰색,수컷,아니오,들개새끼/ 세마리 무리생활,2020-04-28
종료(안락사),전북-고창-2020-00109,개,믹스견,흰색,수컷,아니오,들개새끼/ 세마리 무리 생활,2020-04-28
종료(자연사),전북-정읍-2020-00218,개,믹스,검,미상,아니오,상태안좋음,2020-04-28
종료(입양),전북-군산-2020-00604,개,푸들,화이트,수컷,아니오,많이 말랐으며 털상태 안좋음,2020-04-28
종료(반환),전북-군산-2020-00603,개,치와와,베이지,수컷,아니오,대로를 다니고 있었음,2020-04-28
종료(입양),전북-군산-2020-00602,개,믹스견,검정/베이지,수컷,아니오,박스에 넣어 버려짐,2020-04-28
종료(입양),전북-군산-2020-00601,개,믹스견,검정,수컷,아니오,박스에 넣어 버려짐,2020-04-28
종료(입양),전북-전주-2020-00552,개,포메라니안,흰색갈색,수컷,아니오,온순함,2020-04-28
종료(반환),전북-전주-2020-00551,개,토이 푸들,살구색,암컷,아니오,발톱이길다,2020-04-28
종료(반환),충남-당진-2020-00285,개,시베리안 허스키,"검,흰",수컷,미상,순함,2020-04-28
종료(안락사),전북-고창-2020-00110,개,믹스견,검흰색,수컷,아니오,들개새끼/ 세마리 무리생활,2020-04-28
종료(안락사),전북-고창-2020-00109,개,믹스견,흰색,수컷,아니오,들개새끼/ 세마리 무리 생활,2020-04-28
종료(자연사),전북-정읍-2020-00218,개,믹스,검,미상,아니오,상태안좋음,2020-04-28
종료(입양),전북-군산-2020-00604,개,푸들,화이트,수컷,아니오,많이 말랐으며 털상태 안좋음,2020-04-28
종료(반환),전북-군산-2020-00603,개,치와와,베이지,수컷,아니오,대로를 다니고 있었음,2020-04-28
종료(입양),전북-군산-2020-00602,개,믹스견,검정/베이지,수컷,아니오,박스에 넣어 버려짐,2020-04-28
종료(입양),전북-군산-2020-00601,개,믹스견,검정,수컷,아니오,박스에 넣어 버려짐,2020-04-28
종료(입양),전북-전주-2020-00552,개,포메라니안,흰색갈색,수컷,아니오,온순함,2020-04-28
종료(반환),전북-전주-2020-00551,개,토이 푸들,살구색,암컷,아니오,발톱이길다,2020-04-28
종료(반환),충남-당진-2020-00285,개,시베리안 허스키,"검,흰",수컷,미상,순함,2020-04-28
종료(반환),충남-당진-2020-00284,개,시베리안 허스키,"흰,검",암컷,미상,순함,2020-04-28
종료(안락사),충남-당진-2020-00283,개,믹스견,"갈,흰",수컷,예,"중성화,보라색 목줄착용,순함",2020-04-28
종료(안락사),충남-예산-2020-00156,개,믹스견,흰색,암컷,미상,5두 같이발견,2020-04-28
종료(안락사),충남-예산-2020-00155,개,믹스견,흰갈,암컷,미상,5두 같이발견,2020-04-28
