상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(반환),충남-서산-2020-00246,개,믹스견,"크림색,흰색",수컷,아니오,"20일 전후됨, 모견과 함께구조됨",2020-04-13
종료(반환),충남-서산-2020-00245,개,믹스견,"흰색,갈색,검정",수컷,아니오,"20일 전후됨, 모견과 함께구조됨",2020-04-13
종료(반환),충남-서산-2020-00244,개,믹스견,크림색,수컷,아니오,"20일 전후됨, 모견과 함께구조됨",2020-04-13
종료(반환),충남-서산-2020-00243,개,믹스견,"흰색,갈색,검정",수컷,아니오,"20일 전후됨, 모견과 함께구조됨",2020-04-13
종료(입양),경기-양주-2020-00191,개,믹스견,갈/흰,수컷,아니오,포유기 네마리/어미와 함께옴. 코분홍. 꼬리단미안됨. 털상태 양호.,2020-04-13
종료(입양),인천-부평-2020-00191,개,말티즈,흰색,암컷,미상,"치석,유치",2020-04-13
종료(입양),인천-부평-2020-00190,개,닥스훈트,검회색,암컷,아니오,"장모닥스,연핑그 리드줄착용상태,외이염",2020-04-13
종료(반환),인천-부평-2020-00189,개,말티즈,흰색,수컷,예,"눈물자국심함,앞다리 알러지",2020-04-13
종료(반환),부산-북구-2020-00105,개,요크셔 테리어,갈색,암컷,미상,"빨간색 옷 ,미용",2020-04-13
종료(입양),서울-강동-2020-00090,개,말티즈,흰색,암컷,아니오,"슬개골 양측 4기, 허리통증 있음",2020-04-13
종료(안락사),서울-강동-2020-00089,개,미텔 스피츠,연갈색/흰색,암컷,아니오,"온순한편, 치석과 진드기 有",2020-04-13
종료(입양),서울-도봉-2020-00054,개,말티즈,흰,수컷,아니오,눈곱. 눈물자국. 왼위송곳니 유치남음. 전신미용흔적. 매우여윔. 사람좋아함. 활발함.,2020-04-13
종료(안락사),서울-중랑-2020-00071,개,믹스견,갈,수컷,아니오,고령. 양귀쫑긋. 백내장. 눈물자국. 콧등살짝탈모. 으르렁댐/경계하나 천천히하면 안겨있음. 기력없음.,2020-04-13
종료(입양),서울-광진-2020-00039,개,프렌치 불독,갈/검,수컷,예,코검정. 가슴에 흰털. 사람따름. 꼬리단미됨. 털상태 양호.,2020-04-13
종료(자연사),경북-김천-2020-00138,개,믹스견,검정+흰색,암컷,아니오,순하고 친화적임,2020-04-13
보호중,전북-완주-2020-00142,개,믹스견,흰 갈,암컷,아니오,진드기 많음,2020-04-13
보호중,전북-완주-2020-00141,개,믹스견,흰 갈,암컷,아니오,진드기 많음,2020-04-13
종료(자연사),전북-완주-2020-00140,개,믹스견,갈색,수컷,아니오,진드기 많음,2020-04-13
종료(입양),전북-완주-2020-00139,개,믹스견,갈색,수컷,아니오,진드기 많음,2020-04-13
종료(자연사),전북-완주-2020-00138,개,믹스견,갈색,암컷,아니오,진드기 많음,2020-04-13
종료(입양),제주-제주-2020-01986,개,믹스견,흰색,암컷,아니오,"(개체관리번호1958)생후10개월, 빨/초목줄착용, 경계심",2020-04-13
종료(입양),제주-제주-2020-01985,개,믹스견,흰색,암컷,아니오,"(개체관리번호1957)생후4개월, 임시보호",2020-04-13
종료(자연사),제주-제주-2020-01984,개,믹스견,흰색,수컷,아니오,"(개체관리번호1956)생후3개월, 흰나일론 목줄",2020-04-13
종료(입양),제주-제주-2020-01983,개,믹스견,흰색,암컷,아니오,(개체관리번호1955)생후3개월,2020-04-13
종료(안락사),제주-제주-2020-01982,개,믹스견,흰색,암컷,아니오,(개체관리번호1954)생후11개월,2020-04-13
종료(안락사),제주-제주-2020-01981,개,믹스견,흰색,암컷,아니오,"(개체관리번호1953)생후10개월, 경계심",2020-04-13
종료(안락사),제주-제주-2020-01980,개,믹스견,흰색,수컷,아니오,(개체관리번호1952)생후1개월,2020-04-13
종료(반환),제주-제주-2020-01979,개,웰시 코기 카디건,흰/갈,수컷,아니오,"(개체관리번호1951)생후8개월, 빨간목줄 착용",2020-04-13
종료(자연사),제주-제주-2020-01978,개,웰시 코기 카디건,흰/갈,수컷,미상,"(개체관리번호1950)주황목줄 착용, 심장사상충",2020-04-13
종료(안락사),제주-제주-2020-01977,개,골든 리트리버,갈색,수컷,미상,"(개체관리번호1949)빨간목줄착용, 심장사상충",2020-04-13
종료(자연사),제주-제주-2020-01976,개,믹스견,갈색,암컷,아니오,"(개체관리번호1948)생후2개월, 분홍버클줄 착용",2020-04-13
종료(반환),제주-제주-2020-01975,개,믹스견,검/갈,수컷,미상,(개체관리번호1947)심장사상충,2020-04-13
종료(안락사),제주-제주-2020-01974,개,믹스견,갈색,암컷,아니오,(개체관리번호1946)생후2개월,2020-04-13
종료(안락사),제주-제주-2020-01963,개,믹스견,갈색,수컷,미상,"(개체관리번호1934)빨/파목줄 착용, 경계심",2020-04-13
종료(안락사),제주-제주-2020-01962,개,믹스견,흰색,수컷,미상,"(개체관리번호1933)파/노목줄 착용, 경계심",2020-04-13
종료(입양),제주-제주-2020-01961,개,믹스견,흰/검,수컷,아니오,(개체관리번호1932)생후1개월,2020-04-13
종료(안락사),제주-제주-2020-01960,개,믹스견,검정,수컷,아니오,(개체관리번호1931)생후5개월,2020-04-13
종료(안락사),제주-제주-2020-01959,개,믹스견,갈색,암컷,아니오,(개체관리번호1930)생후3개월,2020-04-13
종료(안락사),제주-제주-2020-01958,개,믹스견,갈색,암컷,아니오,(개체관리번호1928)생후7개월,2020-04-13
종료(안락사),제주-제주-2020-01957,개,믹스견,흰색,암컷,미상,(개체관리번호1927)경계심,2020-04-13
종료(안락사),제주-제주-2020-01956,개,믹스견,흰색,수컷,아니오,(개체관리번호1926)생후10개월,2020-04-13
종료(안락사),제주-제주-2020-01955,개,믹스견,흰색,수컷,아니오,(개체관리번호1925)생후3개월,2020-04-13
종료(안락사),제주-제주-2020-01954,개,믹스견,흰색,수컷,아니오,(개체관리번호1924)생후3개월,2020-04-13
종료(안락사),제주-제주-2020-01963,개,믹스견,갈색,수컷,미상,"(개체관리번호1934)빨/파목줄 착용, 경계심",2020-04-13
